ENSXCOP00000009568	ENSXCOG00000007288	Xiphophorus_couchianus
ENSPREP00000007238	ENSPREG00000004977	Poecilia_reticulata
ENSCCEP00000016413	ENSCCEG00000015366	Cyanistes_caeruleus
ENSETEP00000013328	ENSETEG00000016430	Echinops_telfairi
ENSCLAP00000004748	ENSCLAG00000003372	Chinchilla_lanigera
ENSCGRP00015021695	ENSCGRG00015016518	Cricetulus_griseus_CriGri-PICR
ENSACIP00000001554	ENSACIG00000001283	Amphilophus_citrinellus
ENSGMOP00000002664	ENSGMOG00000002508	Gadus_morhua
ENSVURP00010014164	ENSVURG00010010884	Vombatus_ursinus
ENSDARP00000085962	ENSDARG00000062948	Danio_rerio
ENSMGAP00000005902	ENSMGAG00000005941	Meleagris_gallopavo
ENSAMXP00005045811	ENSAMXG00005021154	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSONIP00000013199	ENSONIG00000010500	Oreochromis_niloticus
ENSGACP00000027351	ENSGACG00000020683	Gasterosteus_aculeatus
ENSPPRP00000003119	ENSPPRG00000022988	Panthera_pardus
ENSGGOP00000012211	ENSGGOG00000012518	Gorilla_gorilla
ENSMUGP00000007195	ENSMUGG00000006595	Meriones_unguiculatus
ENSSMRP00000002904	ENSSMRG00000002478	Salvator_merianae
ENSCPUP00000013053	ENSCPUG00000009280	Calidris_pugnax
ENSTNIP00000020111	ENSTNIG00000016988	Tetraodon_nigroviridis
ENSCCAP00000030591	ENSCCAG00000033324	Cebus_capucinus_imitator
ENSPTRP00000000714	ENSPTRG00000000409	Pan_troglodytes
ENSPTRP00000000715	ENSPTRG00000000408	Pan_troglodytes
ENSTGEP00000010445	ENSTGEG00000008554	Theropithecus_gelada
ENSXMAP00000009929	ENSXMAG00000009903	Xiphophorus_maculatus
ENSARWP00000007674	ENSARWG00000005352	Apteryx_rowi
ENSPNYP00000022252	ENSPNYG00000016789	Pundamilia_nyererei
ENSAPLP00000009981	ENSAPLG00000010236	Anas_platyrhynchos_platyrhynchos
ENSBSLP00000001515	ENSBSLG00000000954	Betta_splendens
ENSSLDP00000005248	ENSSLDG00000004150	Seriola_lalandi_dorsalis
ENSACLP00000026997	ENSACLG00000018366	Astatotilapia_calliptera
ENSMPUP00000001207	ENSMPUG00000001217	Mustela_putorius_furo
ENSAPOP00000020806	ENSAPOG00000024422	Acanthochromis_polyacanthus
ENSFALP00000009026	ENSFALG00000008654	Ficedula_albicollis
ENSCABP00000000838	ENSCABG00000000727	Chelonoidis_abingdonii
ENSHHUP00000058232	ENSHHUG00000034667	Hucho_hucho
ENSTRUP00000010365	ENSTRUG00000004356	Takifugu_rubripes
ENSXMAP00000024424	ENSXMAG00000029677	Xiphophorus_maculatus
ENSMSIP00000031708	ENSMSIG00000026530	Mus_spicilegus
ENSMZEP00005023281	ENSMZEG00005017424	Maylandia_zebra
ENSCMIP00000019796	ENSCMIG00000009211	Callorhinchus_milii
ENSHHUP00000038429	ENSHHUG00000023989	Hucho_hucho
ENSKMAP00000013594	ENSKMAG00000010211	Kryptolebias_marmoratus
