ENSPMAP00000009462	ENSPMAG00000008577	Petromyzon_marinus	ENSPMAT00000009502
ENSEBUP00000006511	ENSEBUG00000004284	Eptatretus_burgeri	ENSEBUT00000006967
ENSPMAP00000003468	ENSPMAG00000003174	Petromyzon_marinus	ENSPMAT00000003483
ENSCMIP00000004028	ENSCMIG00000002411	Callorhinchus_milii
ENSNBRP00000003562	ENSNBRG00000002830	Neolamprologus_brichardi
ENSSPUP00000018261	ENSSPUG00000014105	Sphenodon_punctatus
ENSELUP00000033159	ENSELUG00000011358	Esox_lucius
ENSHHUP00000038460	ENSHHUG00000023962	Hucho_hucho
ENSLACP00000017176	ENSLACG00000015132	Latimeria_chalumnae
ENSECRP00000024873	ENSECRG00000016632	Erpetoichthys_calabaricus
ENSCMIP00000042011	ENSCMIG00000017445	Callorhinchus_milii
ENSLOCP00000015763	ENSLOCG00000012811	Lepisosteus_oculatus
ENSSFOP00015016905	ENSSFOG00015010522	Scleropages_formosus
ENSTNIP00000017480	ENSTNIG00000003014	Tetraodon_nigroviridis
ENSTRUP00000042128	ENSTRUG00000016484	Takifugu_rubripes
ENSSMAP00000017018	ENSSMAG00000010385	Scophthalmus_maximus
ENSBSLP00000032758	ENSBSLG00000014996	Betta_splendens
ENSMMOP00000027563	ENSMMOG00000020835	Mola_mola
ENSLBEP00000007947	ENSLBEG00000006147	Labrus_bergylta
ENSCGOP00000050260	ENSCGOG00000022295	Cottoperca_gobio
ENSGACP00000012280	ENSGACG00000009291	Gasterosteus_aculeatus
ENSLCRP00005021437	ENSLCRG00005007817	Larimichthys_crocea
ENSMALP00000013179	ENSMALG00000009328	Monopterus_albus
ENSATEP00000000322	ENSATEG00000000216	Anabas_testudineus
ENSMAMP00000032936	ENSMAMG00000022167	Mastacembelus_armatus
ENSAOCP00000023956	ENSAOCG00000010430	Amphiprion_ocellaris
ENSAPEP00000004207	ENSAPEG00000002752	Amphiprion_percula
ENSAPOP00000004264	ENSAPOG00000005834	Acanthochromis_polyacanthus
ENSSPAP00000010030	ENSSPAG00000007650	Stegastes_partitus
ENSGWIP00000040174	ENSGWIG00000020333	Gouania_willdenowi
ENSPFOP00000008186	ENSPFOG00000007968	Poecilia_formosa
ENSPMEP00000004007	ENSPMEG00000005241	Poecilia_mexicana
ENSPLAP00000019908	ENSPLAG00000002419	Poecilia_latipinna
ENSPREP00000012789	ENSPREG00000008680	Poecilia_reticulata
ENSXMAP00000036288	ENSXMAG00000028216	Xiphophorus_maculatus
ENSGAFP00000003651	ENSGAFG00000002457	Gambusia_affinis
ENSCVAP00000026813	ENSCVAG00000000327	Cyprinodon_variegatus
ENSFHEP00000029128	ENSFHEG00000013650	Fundulus_heteroclitus
ENSKMAP00000015237	ENSKMAG00000011386	Kryptolebias_marmoratus
ENSORLP00020027177	ENSORLG00020010039	Oryzias_latipes_ASM223471v1
ENSORLP00015023021	ENSORLG00015002717	Oryzias_latipes_ASM223469v1
ENSORLP00000003734	ENSORLG00000002991	Oryzias_latipes_ASM223467v1
ENSOMEP00000020008	ENSOMEG00000021823	Oryzias_melastigma
ENSPRNP00000024047	ENSPRNG00000012199	Parambassis_ranga
ENSACLP00000001444	ENSACLG00000000969	Astatotilapia_calliptera
ENSMZEP00005030764	ENSMZEG00005022920	Maylandia_zebra
ENSHBUP00000005887	ENSHBUG00000007270	Haplochromis_burtoni
ENSPNYP00000016724	ENSPNYG00000012676	Pundamilia_nyererei
ENSNBRP00000026467	ENSNBRG00000020208	Neolamprologus_brichardi
ENSONIP00000001129	ENSONIG00000000892	Oreochromis_niloticus
ENSACIP00000011534	ENSACIG00000008990	Amphilophus_citrinellus
ENSSLDP00000001593	ENSSLDG00000000812	Seriola_lalandi_dorsalis
ENSSDUP00000031496	ENSSDUG00000022647	Seriola_dumerili
ENSCSEP00000015355	ENSCSEG00000009867	Cynoglossus_semilaevis
ENSLCAP00010050832	ENSLCAG00010023698	Lates_calcarifer
ENSPMGP00000008373	ENSPMGG00000006931	Periophthalmus_magnuspinnatus
ENSHCOP00000014271	ENSHCOG00000017600	Hippocampus_comes
ENSHHUP00000071426	ENSHHUG00000041888	Hucho_hucho
ENSHHUP00000055563	ENSHHUG00000033110	Hucho_hucho
ENSELUP00000017155	ENSELUG00000000630	Esox_lucius
ENSGMOP00000005589	ENSGMOG00000005267	Gadus_morhua
ENSCHAP00000034826	ENSCHAG00000016427	Clupea_harengus
ENSDCDP00000040790	ENSDCDG00000026510	Denticeps_clupeoides
ENSAMXP00000035851	ENSAMXG00000031925	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005054242	ENSAMXG00005024264	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027154	ENSPNAG00000012580	Pygocentrus_nattereri
ENSIPUP00000034575	ENSIPUG00000023224	Ictalurus_punctatus
ENSEEEP00000033417	ENSEEEG00000015875	Electrophorus_electricus
ENSDARP00000057158	ENSDARG00000002167	Danio_rerio
ENSSFOP00015036936	ENSSFOG00015023502	Scleropages_formosus
ENSPKIP00000004609	ENSPKIG00000021626	Paramormyrops_kingsleyae
ENSPKIP00000018482	ENSPKIG00000004009	Paramormyrops_kingsleyae
ENSXCOP00000023268	ENSXCOG00000017370	Xiphophorus_couchianus
ENSEBUP00000000799	ENSEBUG00000000848	Eptatretus_burgeri	ENSEBUT00000001105
ENSGAGP00000034754	ENSGAGG00000024685	Gopherus_agassizii
ENSCABP00000030542	ENSCABG00000022317	Chelonoidis_abingdonii
ENSCPBP00000003140	ENSCPBG00000002543	Chrysemys_picta_bellii
ENSPSIP00000017876	ENSPSIG00000015836	Pelodiscus_sinensis
ENSCPRP00005003372	ENSCPRG00005002384	Crocodylus_porosus
ENSPVIP00000020439	ENSPVIG00000015581	Pogona_vitticeps
ENSACAP00000017176	ENSACAG00000017422	Anolis_carolinensis
ENSNSUP00000023586	ENSNSUG00000017005	Notechis_scutatus
ENSSMRP00000008744	ENSSMRG00000006059	Salvator_merianae
ENSSPUP00000009725	ENSSPUG00000007500	Sphenodon_punctatus
ENSLSDP00000003850	ENSLSDG00000002993	Lonchura_striata_domestica
ENSLSDP00000003846	ENSLSDG00000002988	Lonchura_striata_domestica
ENSLCOP00000007229	ENSLCOG00000005319	Lepidothrix_coronata
ENSPMJP00000024153	ENSPMJG00000017759	Parus_major
ENSJHYP00000007105	ENSJHYG00000005697	Junco_hyemalis
ENSCPGP00000014236	ENSCPGG00000010063	Calidris_pygmaea
ENSCPUP00000009626	ENSCPUG00000006833	Calidris_pugnax
ENSAOWP00000001040	ENSAOWG00000000762	Apteryx_owenii
ENSARWP00000000395	ENSARWG00000000355	Apteryx_rowi
ENSDNVP00000024513	ENSDNVG00000017018	Dromaius_novaehollandiae
ENSNPEP00000015779	ENSNPEG00000011777	Nothoprocta_perdicaria
ENSGALP00000065632	ENSGALG00000025788	Gallus_gallus
ENSCJPP00005002180	ENSCJPG00005002337	Coturnix_japonica
ENSNMEP00000006527	ENSNMEG00000006431	Numida_meleagris
ENSOPRP00000006484	ENSOPRG00000007064	Ochotona_princeps
ENSSARP00000007214	ENSSARG00000007968	Sorex_araneus
ENSETEP00000012320	ENSETEG00000015199	Echinops_telfairi
ENSPPAP00000019567	ENSPPAG00000032882	Pan_paniscus
ENSPTRP00000086255	ENSPTRG00000009085	Pan_troglodytes
ENSP00000377840	ENSG00000067191	Homo_sapiens
ENSPPYP00000009544	ENSPPYG00000008493	Pongo_abelii
ENSNLEP00000000859	ENSNLEG00000000732	Nomascus_leucogenys
ENSMNEP00000037086	ENSMNEG00000041442	Macaca_nemestrina
ENSMFAP00000005067	ENSMFAG00000002054	Macaca_fascicularis
ENSMMUP00000000396	ENSMMUG00000000289	Macaca_mulatta
ENSTGEP00000003335	ENSTGEG00000002813	Theropithecus_gelada
ENSPANP00000039638	ENSPANG00000021980	Papio_anubis
ENSMLEP00000012708	ENSMLEG00000030414	Mandrillus_leucophaeus
ENSCATP00000032836	ENSCATG00000039379	Cercocebus_atys
ENSCSAP00000015371	ENSCSAG00000002675	Chlorocebus_sabaeus
ENSRROP00000021300	ENSRROG00000034539	Rhinopithecus_roxellana
ENSRBIP00000031807	ENSRBIG00000039660	Rhinopithecus_bieti
ENSCANP00000002380	ENSCANG00000007449	Colobus_angolensis_palliatus
ENSPTEP00000018891	ENSPTEG00000020278	Piliocolobus_tephrosceles
ENSSBOP00000025294	ENSSBOG00000028870	Saimiri_boliviensis_boliviensis
ENSCCAP00000037788	ENSCCAG00000036635	Cebus_capucinus_imitator
ENSCJAP00000015664	ENSCJAG00000008419	Callithrix_jacchus
ENSANAP00000004297	ENSANAG00000019910	Aotus_nancymaae
ENSTSYP00000015855	ENSTSYG00000031554	Carlito_syrichta
ENSPSMP00000012198	ENSPSMG00000008778	Prolemur_simus
ENSMICP00000034827	ENSMICG00000028709	Microcebus_murinus
ENSPCOP00000012365	ENSPCOG00000017727	Propithecus_coquereli
ENSOGAP00000005269	ENSOGAG00000005895	Otolemur_garnettii
ENSOCUP00000042598	ENSOCUG00000012081	Oryctolagus_cuniculus
ENSFDAP00000000796	ENSFDAG00000010966	Fukomys_damarensis
ENSTBEP00000006481	ENSTBEG00000007493	Tupaia_belangeri
ENSCGRP00015021131	ENSCGRG00015015824	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000010296	ENSCGRG00000007539	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018049	ENSCGRG00001017902	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000016933	ENSMAUG00000015897	Mesocricetus_auratus
ENSMOCP00000007381	ENSMOCG00000007166	Microtus_ochrogaster
ENSPEMP00000018037	ENSPEMG00000016761	Peromyscus_maniculatus_bairdii
ENSMSIP00000019174	ENSMSIG00000016291	Mus_spicilegus
ENSMUSP00000017552	ENSMUSG00000020882	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0031023	MGP_SPRETEiJ_G0017918	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0029602	MGP_CAROLIEiJ_G0017072	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0036324	MGP_PahariEiJ_G0018201	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073177	ENSRNOG00000004518	Rattus_norvegicus
ENSMUGP00000010681	ENSMUGG00000009037	Meriones_unguiculatus
ENSNGAP00000016431	ENSNGAG00000017142	Nannospalax_galili
ENSJJAP00000003963	ENSJJAG00000007964	Jaculus_jaculus
ENSCCNP00000003269	ENSCCNG00000003300	Castor_canadensis
ENSDORP00000015344	ENSDORG00000016306	Dipodomys_ordii
ENSSTOP00000009965	ENSSTOG00000011107	Ictidomys_tridecemlineatus
ENSSDAP00000004293	ENSSDAG00000003996	Spermophilus_dauricus
ENSUPAP00010009130	ENSUPAG00010007300	Urocitellus_parryii
ENSMMMP00000022605	ENSMMMG00000019698	Marmota_marmota_marmota
ENSSSCP00000049826	ENSSSCG00000017510	Sus_scrofa_strain_reference
ENSTTRP00000006328	ENSTTRG00000006686	Tursiops_truncatus
ENSECAP00000026353	ENSECAG00000042273	Equus_caballus
ENSEASP00005002456	ENSEASG00005001924	Equus_asinus_asinus
ENSPVAP00000008023	ENSPVAG00000008497	Pteropus_vampyrus
ENSBIXP00000029751	ENSBIXG00000006036	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005027307	ENSBIXG00005030801	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000002640	ENSBTAG00000002036	Bos_taurus
ENSBMUP00000002156	ENSBMUG00000001698	Bos_mutus
ENSBBBP00000026731	ENSBBBG00000006000	Bison_bison_bison
ENSCHIP00000024896	ENSCHIG00000021855	Capra_hircus
ENSOARP00000011311	ENSOARG00000010541	Ovis_aries
ENSVPAP00000001879	ENSVPAG00000002035	Vicugna_pacos
ENSEEUP00000003280	ENSEEUG00000003589	Erinaceus_europaeus
ENSMLUP00000011422	ENSMLUG00000012550	Myotis_lucifugus
ENSNVIP00000005746	ENSNVIG00000004588	Neovison_vison
ENSMPUP00000014942	ENSMPUG00000015053	Mustela_putorius_furo
ENSCAFP00020029483	ENSCAFG00020022979	Canis_lupus_dingo
ENSCAFP00000065074	ENSCAFG00000016510	Canis_lupus_familiaris
ENSVVUP00000002451	ENSVVUG00000001936	Vulpes_vulpes
ENSUAMP00000015328	ENSUAMG00000012212	Ursus_americanus
ENSUMAP00000023634	ENSUMAG00000017202	Ursus_maritimus
ENSAMEP00000004413	ENSAMEG00000004127	Ailuropoda_melanoleuca
ENSPPRP00000004599	ENSPPRG00000000654	Panthera_pardus
ENSPTIP00000021119	ENSPTIG00000018332	Panthera_tigris_altaica
ENSFCAP00000027037	ENSFCAG00000009963	Felis_catus
ENSGGOP00000044615	ENSGGOG00000042501	Gorilla_gorilla
ENSHGLP00100019300	ENSHGLG00100014231	Heterocephalus_glaber_HetGla_1.0
ENSUMAP00000023641	ENSUMAG00000017205	Ursus_maritimus
ENSCAFP00020029474	ENSCAFG00020022973	Canis_lupus_dingo
ENSLAFP00000015286	ENSLAFG00000018250	Loxodonta_africana
ENSPCAP00000014172	ENSPCAG00000015158	Procavia_capensis
ENSDNOP00000028968	ENSDNOG00000043733	Dasypus_novemcinctus
ENSCPOP00000023102	ENSCPOG00000001061	Cavia_porcellus
ENSCAPP00000002440	ENSCAPG00000005396	Cavia_aperea
ENSCLAP00000022024	ENSCLAG00000015088	Chinchilla_lanigera
ENSODEP00000023808	ENSODEG00000017426	Octodon_degus
ENSHGLP00000015609	ENSHGLG00000011165	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005278	ENSHGLG00100004006	Heterocephalus_glaber_HetGla_1.0
ENSPCIP00000003791	ENSPCIG00000003097	Phascolarctos_cinereus
ENSVURP00010008452	ENSVURG00010006450	Vombatus_ursinus
ENSMEUP00000012676	ENSMEUG00000013895	Notamacropus_eugenii
ENSSHAP00000019439	ENSSHAG00000016508	Sarcophilus_harrisii
ENSMODP00000015872	ENSMODG00000012687	Monodelphis_domestica
ENSOANP00000006058	ENSOANG00000003817	Ornithorhynchus_anatinus
ENSXETP00000048762	ENSXETG00000018408	Xenopus_tropicalis
ENSCSAVP00000005491	ENSCSAVG00000003285	Ciona_savignyi
ENSCINP00000002872	ENSCING00000001461	Ciona_intestinalis
T28F2.5.1	WBGene00000368	Caenorhabditis_elegans_strain_N2
W10C8.1a.1	WBGene00021125	Caenorhabditis_elegans_strain_N2
FBpp0301962	FBgn0259822	Drosophila_melanogaster
