equus_caballus ENSECAG00000016652
melopsittacus_undulatus ENSMUNG00000014915
calidris_pygmaea ENSCPGG00000002345
calidris_pugnax ENSCPUG00000000395
dromaius_novaehollandiae ENSDNVG00000008362
dromaius_novaehollandiae ENSDNVG00000012722
apteryx_haastii ENSAHAG00000004166
apteryx_owenii ENSAOWG00000000540
apteryx_rowi ENSARWG00000006540
nothoprocta_perdicaria ENSNPEG00000011739
panthera_pardus ENSPPRG00000024457
latimeria_chalumnae ENSLACG00000007439
xenopus_tropicalis ENSXETG00000003798
ovis_aries ENSOARG00000003974
ovis_aries ENSOARG00000001919
ornithorhynchus_anatinus ENSOANG00000032230
petromyzon_marinus ENSPMAG00000006811
ciona_savignyi ENSCSAVG00000001250
ciona_intestinalis ENSCING00000006030
caenorhabditis_elegans_strain_n2 WBGene00006364
echinops_telfairi ENSETEG00000005128
lepisosteus_oculatus ENSLOCG00000016312
latimeria_chalumnae ENSLACG00000013750
xenopus_tropicalis ENSXETG00000014532
